TABLE:  Pier Forces;;;;;;;;;
Story;Pier;Load Case/Combo;Location;P;V2;V3;T;M2;M3
;;;;tonf;tonf;tonf;tonf-m;tonf-m;tonf-m
Story10;7B;SU01;Bottom;-40.28257502;-1.164074909;0.000257028;-0.000274215;-0.000269665;-2.001946406
Story10;7B;SU02;Top;-46.41543153;-1.690427846;0.000368491;-0.000472492;-0.000302963;-0.44060785
Story10;7B;SU02;Bottom;-51.17966397;-1.901690037;0.000499327;-0.000287239;-0.000626822;-2.795463927
Story10;7B;SU03;Top;-30.20066529;-0.857430911;0.000149825;-0.000337502;-4.61882E-05;-0.376206825
Story10;7B;SU03;Bottom;-34.52800839;-0.997666904;0.000220283;-0.000234393;-0.000231379;-1.716110174
Story10;7B;SU04;Top;-40.33486287;-1.378082881;0.000286687;-0.000421647;-0.000206804;-0.416370051
Story10;7B;SU04;Bottom;-44.93527071;-1.562710131;0.000394692;-0.000267589;-0.00047847;-2.390666022
Story10;7B;SU05 Max;Top;-36.65885283;4.218414907;0.01808492;0.002404494;0.007561737;5.960189781
Story10;7B;SU05 Max;Bottom;-39.47174378;4.033290372;0.018987495;0.002186695;0.005448357;12.90490059
Story10;7B;SU05 Min;Top;-44.01079698;-6.974650696;-0.017511074;-0.003247244;-0.007975663;-6.792717971
Story10;7B;SU05 Min;Bottom;-50.3987433;-7.158780378;-0.018198093;-0.002722279;-0.006405148;-17.68613507
Story10;7B;SU06 Max;Top;-28.45013062;16.85166235;0.005857667;0.000859795;0.002308273;20.0910625
Story10;7B;SU06 Max;Bottom;-27.21772114;16.66648694;0.006231329;0.000903751;0.001552949;47.22393672
Story10;7B;SU06 Min;Top;-52.21951919;-19.60789814;-0.00528382;-0.001702545;-0.002722199;-20.92359069
Story10;7B;SU06 Min;Bottom;-62.65276594;-19.79197695;-0.005441928;-0.001439334;-0.00250974;-52.0051712
Story10;7B;SU07;Top;-22.65040785;-0.643157214;0.000112937;-0.000252475;-3.50235E-05;-0.281900824
Story10;7B;SU07;Bottom;-25.89594108;-0.74833387;0.000165232;-0.000176281;-0.000173356;-1.286965546
Story10;7B;SU08 Max;Top;-18.97443578;4.953375587;0.017910934;0.002573394;0.007733677;6.094553053
Story10;7B;SU08 Max;Bottom;-20.43244132;4.847701505;0.018758026;0.002278206;0.005753396;14.00855228
Story10;7B;SU08 Min;Top;-26.32637993;-6.239690016;-0.01768506;-0.003078344;-0.007803724;-6.6583547
Story10;7B;SU08 Min;Bottom;-31.35944084;-6.344369245;-0.018427562;-0.002630768;-0.006100109;-16.58248337
Story10;7B;SU09 Max;Top;-10.76571357;17.58662303;0.00568368;0.001028695;0.002480212;20.22542577
Story10;7B;SU09 Max;Bottom;-8.178418686;17.48089808;0.006001861;0.000995262;0.001857988;48.32758841
Story10;7B;SU09 Min;Top;-34.53510214;-18.87293746;-0.005457807;-0.001533645;-0.002550259;-20.78922742
Story10;7B;SU09 Min;Bottom;-43.61346348;-18.97756582;-0.005671397;-0.001347823;-0.002204701;-50.9015195
Story10;J4;SU01;Top;-29.3379914;-1.495886714;0.022404039;-0.032917368;-0.011768244;1.303600981
Story10;J4;SU01;Bottom;-31.6313935;-1.387078682;-0.027103783;0.040868724;-0.015858746;0.021012424
Story10;J4;SU02;Top;-36.33619843;-2.001387169;0.027008785;-0.039573814;-0.014229009;1.891849931
Story10;J4;SU02;Bottom;-37.72173228;-1.870042608;-0.032244837;0.04869634;-0.018985136;0.176162048
Story10;J4;SU03;Top;-25.7727211;-1.33247245;0.01959874;-0.028797414;-0.010302709;1.179049801
Story10;J4;SU03;Bottom;-27.70318344;-1.23718169;-0.023663086;0.035667428;-0.013818597;0.026519701
Story10;J4;SU04;Top;-32.21353698;-1.737580348;0.024128111;-0.035382481;-0.012701051;1.608648643
Story10;J4;SU04;Bottom;-33.8125226;-1.620278479;-0.028915493;0.043646248;-0.016989576;0.117852428
Story10;J4;SU05 Max;Top;-19.56695341;7.202720297;0.034814642;-0.031758921;-0.009684467;5.413572262
Story10;J4;SU05 Max;Bottom;-14.93136326;7.366148001;-0.018540332;0.047222031;-0.009737165;7.513343241
Story10;J4;SU05 Min;Top;-44.46895097;-10.64645359;0.01319453;-0.038641962;-0.015582859;-2.234823433
Story10;J4;SU05 Min;Bottom;-52.32458166;-10.57654427;-0.03902111;0.039672281;-0.024101122;-7.282956543
Story10;J4;SU06 Max;Top;-9.85968349;8.933725235;0.057000309;-0.026258106;-0.003631033;4.364291939
Story10;J4;SU06 Max;Bottom;-2.691219195;9.136912722;0.004085273;0.052052379;0.004543547;7.276513844
Story10;J4;SU06 Min;Top;-54.17622089;-12.37745853;-0.008991136;-0.044142777;-0.021636293;-1.18554311
Story10;J4;SU06 Min;Bottom;-64.56472573;-12.34730899;-0.061646715;0.034841933;-0.038381834;-7.046127145
Story10;J4;SU07;Top;-18.86013733;-0.961641459;0.014402596;-0.021161165;-0.0075653;0.838029202
Story10;J4;SU07;Bottom;-20.33446725;-0.891693439;-0.017423861;0.026272751;-0.010194908;0.013507987
Story10;J4;SU08 Max;Top;-6.409138554;7.962945486;0.025212652;-0.017719645;-0.004616103;4.662227049
Story10;J4;SU08 Max;Bottom;-1.637858052;8.079652696;-0.007183472;0.030047626;-0.00301293;7.411657879
Story10;J4;SU08 Min;Top;-31.31113611;-9.886228404;0.00359254;-0.024602686;-0.010514496;-2.986168646
Story10;J4;SU08 Min;Bottom;-39.03107645;-9.863039573;-0.02766425;0.022497877;-0.017376886;-7.384641905
Story10;J4;SU09 Max;Top;3.298131368;9.693950425;0.047398319;-0.01221883;0.00143733;3.612946727
Story10;J4;SU09 Max;Bottom;10.60228602;9.850417417;0.015442133;0.034877974;0.011267783;7.174828482
Story10;J4;SU09 Min;Top;-41.01840603;-11.61723334;-0.018593126;-0.030103501;-0.01656793;-1.936888323
Story10;J4;SU09 Min;Bottom;-51.27122052;-11.63380429;-0.050289855;0.017667529;-0.031657599;-7.147812508
Story10;J2;SU01;Top;-28.22921111;-1.827754911;-0.020764339;0.031489199;0.010465186;1.473630362
Story10;J2;SU01;Bottom;-30.23294921;-1.723617486;0.027355111;-0.040284163;0.013958794;-0.078302709
Story10;J2;SU02;Top;-34.87586602;-2.44396194;-0.024915146;0.037823577;0.012544093;2.113266227
Story10;J2;SU02;Bottom;-35.87256989;-2.318779732;0.03250255;-0.047774499;0.01644414;0.043067755
Story10;J2;SU03;Top;-24.82211785;-1.616901012;-0.01819374;0.027573276;0.009186558;1.324781407
Story10;J2;SU03;Bottom;-26.5043313;-1.525614153;0.023878446;-0.035167077;0.012189865;-0.05860711
Story10;J2;SU04;Top;-30.94440976;-2.120857996;-0.022292593;0.03382953;0.011229227;1.801685208
Story10;J2;SU04;Bottom;-32.20727441;-2.008908926;0.02915734;-0.042882284;0.014790732;0.002745826
Story10;J2;SU05 Max;Top;-18.17026048;6.808983059;-0.011487239;0.037076164;0.014049594;5.601370887
Story10;J2;SU05 Max;Bottom;-13.19312633;6.967812391;0.038663358;-0.039413626;0.02219051;7.37416336
Story10;J2;SU05 Min;Top;-43.32752705;-11.01929034;-0.032850613;0.030218812;0.008273611;-2.036544013
Story10;J2;SU05 Min;Bottom;-50.85243821;-10.95548791;0.019381818;-0.04595232;0.007250213;-7.373990144
Story10;J2;SU06 Max;Top;-8.723645134;8.361460813;0.00946582;0.042702128;0.020156055;4.489793554
Story10;J2;SU06 Max;Bottom;-1.335048249;8.558904012;0.06001786;-0.03424716;0.036263809;7.033830437
Story10;J2;SU06 Min;Top;-52.77414239;-12.57176809;-0.053803672;0.024592848;0.00216715;-0.924966679
Story10;J2;SU06 Min;Bottom;-62.7105163;-12.54657953;-0.001972684;-0.051118787;-0.006823086;-7.033657221
Story10;J2;SU07;Top;-18.14735;-1.1749853;-0.013348503;0.020243057;0.006727619;0.947333804
Story10;J2;SU07;Bottom;-19.43546735;-1.108039812;0.017585429;-0.025896962;0.00897351;-0.050337456
Story10;J2;SU08 Max;Top;-5.568716709;7.739151397;-0.002666817;0.023671733;0.009615611;4.766291255
Story10;J2;SU08 Max;Bottom;-0.605811409;7.853610337;0.027226198;-0.022627615;0.016443659;7.323739296
Story10;J2;SU08 Min;Top;-30.72598329;-10.089122;-0.02403019;0.01681438;0.003839628;-2.871623646
Story10;J2;SU08 Min;Bottom;-38.26512329;-10.06968996;0.007944659;-0.029166309;0.001503362;-7.424414208
Story10;J2;SU09 Max;Top;3.877898632;9.291629152;0.018286242;0.029297697;0.015722072;3.654713921
Story10;J2;SU09 Max;Bottom;11.25226667;9.444701959;0.048580701;-0.017461148;0.030516958;6.983406373
Story10;J2;SU09 Min;Top;-40.17259863;-11.64159975;-0.044983249;0.011188417;-0.002266833;-1.760046312
Story10;J2;SU09 Min;Bottom;-50.12320137;-11.66078158;-0.013409844;-0.034332775;-0.012569937;-7.084081285
Story10;8B;SU01;Top;-20.32130362;-0.299746681;0.009935313;0.00140253;-0.003446803;-0.09967659
Story10;8B;SU01;Bottom;-23.8600965;-0.298531603;0.010494516;-0.000417583;0.006704588;-0.395885319
Story10;8B;SU02;Top;-24.67828906;-0.403975899;0.012301382;0.001907358;-0.004508754;-0.125734672
Story10;8B;SU02;Bottom;-28.18503098;-0.40236122;0.014899338;-0.000495442;0.009080724;-0.526884021
Story10;8B;SU03;Top;-17.81518381;-0.256885434;0.008530096;0.001202096;-0.002918762;-0.085494103
Story10;8B;SU03;Bottom;-20.85245099;-0.255844639;0.009620985;-0.0003582;0.006086121;-0.339342284
Story10;8B;SU04;Top;-22.00229273;-0.348827363;0.010883511;0.001642903;-0.003921696;-0.110629756
Story10;8B;SU04;Bottom;-25.33194622;-0.347427709;0.012758646;-0.000443906;0.007870264;-0.456552773
Story10;8B;SU05 Max;Top;-19.82724612;4.469696887;0.110070013;0.023541915;0.055727292;0.331313349
Story10;8B;SU05 Max;Bottom;-23.13513833;4.480360312;0.039087527;0.000953233;0.021195527;4.225452536
Story10;8B;SU05 Min;Top;-23.92926211;-5.167376795;-0.088311811;-0.020256063;-0.063592959;-0.552537221
Story10;8B;SU05 Min;Bottom;-27.2781668;-5.175240475;-0.013961289;-0.001840874;-0.005667081;-5.138550576
Story10;8B;SU06 Max;Top;-21.23000691;15.36446577;0.042114962;0.072395745;0.014841006;1.261119746
Story10;8B;SU06 Max;Bottom;-24.55436592;15.39703912;0.021219099;0.003023617;0.012268133;14.75229855
Story10;8B;SU06 Min;Top;-22.52650133;-16.06214567;-0.020356759;-0.069109893;-0.022706673;-1.482343618
Story10;8B;SU06 Min;Bottom;-25.85893921;-16.09191929;0.003907139;-0.003911259;0.003260313;-15.66539659
Story10;8B;SU07;Top;-13.06369519;-0.192694295;0.006386987;0.000901626;-0.002215802;-0.064077808
Story10;8B;SU07;Bottom;-15.33863347;-0.191913173;0.006746475;-0.000268446;0.004310092;-0.254497705
Story10;8B;SU08 Max;Top;-11.01268719;4.625842546;0.105577899;0.022800615;0.057444324;0.377847477
Story10;8B;SU08 Max;Bottom;-13.26711923;4.63588722;0.033270882;0.001128608;0.017741396;4.427503851
Story10;8B;SU08 Min;Top;-15.11470318;-5.011231136;-0.092803925;-0.020997362;-0.061875928;-0.506003093
Story10;8B;SU08 Min;Bottom;-17.4101477;-5.019713567;-0.019777933;-0.0016655;-0.009121212;-4.936499261
Story10;8B;SU09 Max;Top;-12.41544797;15.52061143;0.037622847;0.071654445;0.016558037;1.307653874
Story10;8B;SU09 Max;Bottom;-14.68634682;15.55256603;0.015402455;0.003198992;0.008814002;14.95434987
Story10;8B;SU09 Min;Top;-13.7119424;-15.90600002;-0.024848874;-0.069851192;-0.020989642;-1.435809489
Story10;8B;SU09 Min;Bottom;-15.99092011;-15.93639238;-0.001909505;-0.003735884;-0.000193818;-15.46334528
Story10;10;SU01;Top;-43.27483184;-0.732221196;0.000190732;-0.000477229;-6.26581E-05;-4.168729001
Story10;10;SU01;Bottom;-50.71030606;-0.732221196;0.000190732;-0.000518232;-0.000466456;-5.913799557
Story10;10;SU02;Top;-55.29400215;-1.000072552;0.000423996;-0.000539482;-0.000466001;-5.490919133
Story10;10;SU02;Bottom;-61.66726576;-1.000072552;0.000423996;-0.000595127;-0.001080746;-7.874193187
Story10;10;SU03;Top;-37.0968553;-0.627481577;0.000162909;-0.000409268;-5.30756E-05;-3.574110241
Story10;10;SU03;Bottom;-43.47011892;-0.627481577;0.000162909;-0.000444426;-0.00040042;-5.069560188
Story10;10;SU04;Top;-48.46900414;-0.860386151;0.000326237;-0.000490597;-0.000311317;-4.77188017
Story10;10;SU04;Bottom;-54.84226776;-0.860386151;0.000326237;-0.000538556;-0.000825469;-6.822303925
Story10;10;SU05 Max;Top;-48.46655904;11.39685648;0.015026713;0.002550385;0.019053898;31.0514711
Story10;10;SU05 Max;Bottom;-54.83982265;11.39685648;0.015026713;0.003534767;0.012078186;58.02293914
Story10;10;SU05 Min;Top;-48.46886032;-13.11771415;-0.014373879;-0.003531444;-0.019676925;-40.59466022
Story10;10;SU05 Min;Bottom;-54.84212394;-13.11771415;-0.014373879;-0.004611737;-0.013728748;-71.66717877
Story10;10;SU06 Max;Top;-48.4662789;39.01527134;0.004938051;0.001075334;0.005862833;110.6743
Story10;10;SU06 Max;Bottom;-54.83954252;39.01527134;0.004938051;0.00137391;0.003444767;203.1608541
Story10;10;SU06 Min;Top;-48.46914046;-40.73612902;-0.004285217;-0.002056393;-0.006485861;-120.2174892
Story10;10;SU06 Min;Bottom;-54.84240407;-40.73612902;-0.004285217;-0.00245088;-0.005095329;-216.8050938
Story10;10;SU07;Top;-27.81953476;-0.470713626;0.000122614;-0.00030679;-4.02802E-05;-2.679897215
Story10;10;SU07;Bottom;-32.59948247;-0.470713626;0.000122614;-0.000333149;-0.000299865;-3.801728287
Story10;10;SU08 Max;Top;-27.81838411;11.78657169;0.01482291;0.002734124;0.019325131;33.14316844
Story10;10;SU08 Max;Bottom;-32.59833183;11.78657169;0.01482291;0.003740103;0.012603603;61.04333067
Story10;10;SU08 Min;Top;-27.8206854;-12.72799894;-0.014577682;-0.003347704;-0.019405692;-38.50296287
Story10;10;SU08 Min;Bottom;-32.60063311;-12.72799894;-0.014577682;-0.004406401;-0.013203332;-68.64678724
Story10;10;SU09 Max;Top;-27.81810398;39.40498655;0.004734248;0.001259073;0.006134067;112.7659974
Story10;10;SU09 Max;Bottom;-32.59805169;39.40498655;0.004734248;0.001579246;0.003970183;206.1812456
Story10;10;SU09 Min;Top;-27.82096553;-40.34641381;-0.004489021;-0.001872653;-0.006214627;-118.1257918
Story10;10;SU09 Min;Bottom;-32.60091325;-40.34641381;-0.004489021;-0.002245544;-0.004569912;-213.7847022
Story10;J1;SU01;Top;-27.48213869;1.731157866;-0.008311707;-0.046410958;-0.004630917;-1.166609966
Story10;J1;SU01;Bottom;-29.62939435;1.629910731;0.039871346;0.025608567;0.028744474;0.419291227
Story10;J1;SU02;Top;-31.54378998;2.348851823;-0.012815755;-0.048519418;-0.001073409;-1.388358343
Story10;J1;SU02;Bottom;-32.71161404;2.234816878;0.041455752;0.032562577;0.02810746;0.779729104
Story10;J1;SU03;Top;-24.1836332;1.534499713;-0.007519044;-0.040361237;-0.003753433;-1.060924042
Story10;J1;SU03;Bottom;-25.98812939;1.445702387;0.034610919;0.022595565;0.024865404;0.351206909
Story10;J1;SU04;Top;-28.62195015;2.030411549;-0.010727724;-0.045310462;-0.002134086;-1.249850971
Story10;J1;SU04;Bottom;-30.03780974;1.926359963;0.038776668;0.028658565;0.026833093;0.621143624
Story10;J1;SU05 Max;Top;-15.92558106;10.9135947;-0.001197069;-0.042414711;0.000830741;2.548875613
Story10;J1;SU05 Max;Bottom;-11.13112055;10.85795633;0.047060161;0.032092232;0.034200828;8.035343204
Story10;J1;SU05 Min;Top;-40.92612279;-6.88442792;-0.020011676;-0.047843453;-0.005233866;-5.010469653
Story10;J1;SU05 Min;Bottom;-48.57480789;-7.035633929;0.030221;0.024821545;0.019323305;-6.787939975
Story10;J1;SU06 Max;Top;-6.035012466;12.5659607;0.018226594;-0.037899828;0.006685847;1.408606028
Story10;J1;SU06 Max;Bottom;1.222963517;12.54837147;0.065524332;0.036723492;0.049154301;7.80904026
Story10;J1;SU06 Min;Top;-50.81669139;-8.536793919;-0.039435338;-0.052358336;-0.011088973;-3.870200068
Story10;J1;SU06 Min;Bottom;-60.92889196;-8.726049071;0.011756829;0.020190284;0.004369833;-6.561637031
Story10;J1;SU07;Top;-17.66708916;1.1128872;-0.00534324;-0.029835616;-0.002977018;-0.749963549
Story10;J1;SU07;Bottom;-19.04746779;1.047799755;0.02563158;0.01646265;0.01847859;0.26954436
Story10;J1;SU08 Max;Top;-5.16681829;10.01189851;0.004064064;-0.027121245;5.52852E-05;3.029709083
Story10;J1;SU08 Max;Bottom;-0.325624123;9.994594883;0.034051161;0.020097994;0.025917352;7.681185949
Story10;J1;SU08 Min;Top;-30.16736002;-7.78612411;-0.014750543;-0.032549987;-0.006009322;-4.529636182
Story10;J1;SU08 Min;Bottom;-37.76931146;-7.898995372;0.017211999;0.012827307;0.011039828;-7.142097229
Story10;J1;SU09 Max;Top;4.723750303;11.66426451;0.023487726;-0.022606362;0.005910392;1.889439498
Story10;J1;SU09 Max;Bottom;12.02845995;11.68501002;0.052515331;0.024729254;0.040870824;7.454883006
Story10;J1;SU09 Min;Top;-40.05792862;-9.438490109;-0.034174206;-0.03706487;-0.011864429;-3.389366597
Story10;J1;SU09 Min;Bottom;-50.12339553;-9.589410514;-0.001252171;0.008196046;-0.003913644;-6.915794286
Story10;8A;SU01;Top;-20.12762197;-0.158925006;-0.008609853;-0.001162796;0.002454244;-0.156508265
Story10;8A;SU01;Bottom;-23.68237281;-0.163186675;-0.008346262;-5.88873E-05;-0.005769212;-0.320211433
Story10;8A;SU02;Top;-23.00761029;-0.266158746;-0.010580079;-0.001667167;0.003081707;-0.176760167
Story10;8A;SU02;Bottom;-26.62966819;-0.270554788;-0.011164837;-7.56192E-05;-0.007642225;-0.450639762
Story10;8A;SU03;Top;-17.64867854;-0.136571489;-0.007370473;-0.001002308;0.002054579;-0.133707252
Story10;8A;SU03;Bottom;-20.70003064;-0.140269166;-0.007782981;-5.10216E-05;-0.005286982;-0.274441078
Story10;8A;SU04;Top;-20.89580598;-0.217473276;-0.009378901;-0.001416394;0.002709182;-0.160729455
Story10;8A;SU04;Bottom;-24.30270895;-0.221595876;-0.009734466;-6.62542E-05;-0.006670852;-0.384571924
Story10;8A;SU05 Max;Top;-18.71930189;4.556989944;0.082761374;0.023605882;0.058339252;0.30490565
Story10;8A;SU05 Max;Bottom;-22.10931592;4.559576006;0.011628098;0.004443282;0.004931274;4.28890134
Story10;8A;SU05 Min;Top;-22.82454061;-4.991717711;-0.10152505;-0.026435155;-0.052890226;-0.62664124
Story10;8A;SU05 Min;Bottom;-26.24556827;-5.002520963;-0.030703879;-0.004575448;-0.018059264;-5.058061352
Story10;8A;SU06 Max;Top;-20.10574956;15.33485981;0.019283261;0.070843311;0.020102911;1.244067788
Story10;8A;SU06 Max;Bottom;-23.50398524;15.35199896;-0.001996035;0.005649044;-0.002360358;14.75836384
Story10;8A;SU06 Min;Top;-21.43809294;-15.76958758;-0.038046938;-0.073672584;-0.014653885;-1.565803378
Story10;8A;SU06 Min;Bottom;-24.85089894;-15.79494392;-0.017079746;-0.005781211;-0.010767631;-15.52752385
Story10;8A;SU07;Top;-12.93918555;-0.102166075;-0.005534905;-0.000747512;0.001577728;-0.100612456
Story10;8A;SU07;Bottom;-15.22438252;-0.10490572;-0.005365454;-3.78561E-05;-0.003708779;-0.205850207
Story10;8A;SU08 Max;Top;-10.88656619;4.672187752;0.086608306;0.024273007;0.057192467;0.365160988
Story10;8A;SU08 Max;Bottom;-13.15625635;4.676142765;0.015800535;0.004471509;0.00778649;4.467631139
Story10;8A;SU08 Min;Top;-14.99180491;-4.876519903;-0.097678117;-0.025768031;-0.054037011;-0.566385901
Story10;8A;SU08 Min;Bottom;-17.2925087;-4.885954204;-0.026531443;-0.004547221;-0.015204049;-4.879331553
Story10;8A;SU09 Max;Top;-12.27301386;15.45005762;0.023130194;0.071510436;0.018956126;1.304323127
Story10;8A;SU09 Max;Bottom;-14.55092567;15.46856572;0.002176402;0.005677272;0.000494857;14.93709364
Story10;8A;SU09 Min;Top;-13.60535724;-15.65438977;-0.034200005;-0.073005459;-0.01580067;-1.505548039
Story10;8A;SU09 Min;Bottom;-15.89783937;-15.67837716;-0.01290731;-0.005752984;-0.007912416;-15.34879405
Story10;J3;SU01;Top;-28.71292899;1.564732326;0.008174692;0.04422428;0.004597895;-1.109386737
Story10;J3;SU01;Bottom;-31.01164758;1.458416565;-0.038705799;-0.025467184;-0.030234677;0.349570763
Story10;J3;SU02;Top;-33.10566976;2.069114554;0.013087976;0.04659331;0.000622856;-1.276498432
Story10;J3;SU02;Bottom;-34.52596774;1.948517882;-0.040080727;-0.032422114;-0.030056029;0.67663605
Story10;J3;SU03;Top;-25.237216;1.391542549;0.007398912;0.038479325;0.003726405;-1.011719962
Story10;J3;SU03;Bottom;-27.17186748;1.298388039;-0.033597069;-0.022450744;-0.026134087;0.291452098
Story10;J3;SU04;Top;-29.99357443;1.802045891;0.010853506;0.043402891;0.001842026;-1.161527111
Story10;J3;SU04;Bottom;-31.61595339;1.692262543;-0.037540901;-0.02852256;-0.02852893;0.53430097
Story10;J3;SU05 Max;Top;-17.14177161;10.6607566;0.020812525;0.045656778;0.004977321;2.643124225
Story10;J3;SU05 Max;Bottom;-12.55829424;10.59520524;-0.028705326;-0.024261943;-0.020581309;7.896858618
Story10;J3;SU05 Min;Top;-42.45404349;-7.088129447;0.000649465;0.040791005;-0.001159115;-4.928167794
Story10;J3;SU05 Min;Bottom;-50.304578;-7.240878094;-0.046113559;-0.032394597;-0.036339895;-6.823144188
Story10;J3;SU06 Max;Top;-7.551109061;12.13892712;0.042229771;0.048983543;0.011058476;1.431912808
Story10;J3;SU06 Max;Bottom;-0.617782077;12.11533125;-0.010262555;-0.019911835;-0.005117178;7.574433533
Story10;J3;SU06 Min;Top;-52.04470604;-8.566299972;-0.02076778;0.03746424;-0.007240269;-3.716956377
Story10;J3;SU06 Min;Bottom;-62.24509016;-8.761004105;-0.06455633;-0.036744705;-0.051804027;-6.500719103
Story10;J3;SU07;Top;-18.45831149;1.005899352;0.005255159;0.028429895;0.00295579;-0.713177188
Story10;J3;SU07;Bottom;-19.93605916;0.937553506;-0.024882299;-0.016371761;-0.019436578;0.224724062
Story10;J3;SU08 Max;Top;-5.802175549;9.880342374;0.015336689;0.030862781;0.006024008;3.072468822
Story10;J3;SU08 Max;Bottom;-1.062917273;9.855595175;-0.016178183;-0.012305434;-0.011557285;7.584725465
Story10;J3;SU08 Min;Top;-31.11444743;-7.868543669;-0.004826371;0.025997008;-0.000112428;-4.498823197
Story10;J3;SU08 Min;Bottom;-38.80920104;-7.980488163;-0.033586416;-0.020438088;-0.027315871;-7.135277342
Story10;J3;SU09 Max;Top;3.788486997;11.3585129;0.036753935;0.034189546;0.012105162;1.861257405
Story10;J3;SU09 Max;Bottom;10.87759489;11.37572119;0.002264588;-0.007955326;0.003906846;7.26230038
Story10;J3;SU09 Min;Top;-40.70510998;-9.346714194;-0.026243616;0.022670243;-0.006193582;-3.287611781
Story10;J3;SU09 Min;Bottom;-50.7497132;-9.500614174;-0.052029187;-0.024788196;-0.042780003;-6.812852256
Story10;7C;SU01;Top;-39.88387712;2.436304157;0.013922669;-0.026836131;-0.009055919;-3.612421188
Story10;7C;SU01;Bottom;-45.31132735;2.521278923;-0.02047206;0.040859431;-0.009670417;0.359375305
Story10;7C;SU02;Top;-52.92795824;3.73041931;0.017756791;-0.033730673;-0.011932038;-5.093397522
Story10;7C;SU02;Bottom;-58.19394603;3.841129169;-0.02707745;0.054551531;-0.012866078;0.782756688
Story10;7C;SU03;Top;-34.18620884;2.088274779;0.011933198;-0.023002205;-0.00776184;-3.096504768
Story10;7C;SU03;Bottom;-38.83828926;2.16111023;-0.017547702;0.035021908;-0.008289226;0.307973018
Story10;7C;SU04;Top;-45.89979488;3.114611483;0.015573077;-0.029707547;-0.010368311;-4.344525679
Story10;7C;SU04;Bottom;-50.9355725;3.211118455;-0.023503737;0.047228042;-0.011149682;0.604729043
Story10;7C;SU05 Max;Top;-43.58724877;8.017909923;0.039752612;-0.020429688;-0.00082659;2.421649926
Story10;7C;SU05 Max;Bottom;-47.48539401;8.108153357;0.000321771;0.052183387;-0.003957326;15.61555921
Story10;7C;SU05 Min;Top;-48.21232321;-1.788695753;-0.008606134;-0.038985527;-0.019910268;-11.11061144
Story10;7C;SU05 Min;Bottom;-54.38574558;-1.685925204;-0.047329107;0.042272985;-0.018341853;-14.40606177
Story10;7C;SU06 Max;Top;-39.23961593;17.97668265;0.034278804;-0.001212312;-0.00214131;16.2723064
Story10;7C;SU06 Max;Bottom;-40.69335831;18.0523493;-0.009988789;0.061305294;-0.004957235;47.52181726
Story10;7C;SU06 Min;Top;-52.55995605;-11.74746848;-0.003132326;-0.058202903;-0.018595547;-24.96126791
Story10;7C;SU06 Min;Bottom;-61.17778128;-11.63012115;-0.037018547;0.033151078;-0.017341944;-46.31231982
Story10;7C;SU07;Top;-25.63963529;1.56619553;0.008950287;-0.017251798;-0.005821662;-2.322270764
Story10;7C;SU07;Bottom;-29.12871044;1.620822165;-0.01316061;0.026266777;-0.006216697;0.231026982
Story10;7C;SU08 Max;Top;-23.32709807;6.469498368;0.03312966;-0.007973879;0.003720177;4.443859919
Story10;7C;SU08 Max;Bottom;-25.67853466;6.517861445;0.010664829;0.031221978;0.000975566;15.24183747
Story10;7C;SU08 Min;Top;-27.95217252;-3.337107309;-0.015229086;-0.026529718;-0.015363501;-9.088401446
Story10;7C;SU08 Min;Bottom;-32.57888622;-3.276217116;-0.036986049;0.021311576;-0.01340896;-14.77978351
Story10;7C;SU09 Max;Top;-18.97946524;16.4282711;0.027655852;0.011243497;0.002405456;18.29451639
Story10;7C;SU09 Max;Bottom;-18.88649896;16.46205739;0.000354269;0.040343885;-2.43426E-05;47.14809552
Story10;7C;SU09 Min;Top;-32.29980535;-13.29588004;-0.009755278;-0.045747094;-0.014048781;-22.93905792
Story10;7C;SU09 Min;Bottom;-39.37092192;-13.22041306;-0.026675489;0.012189669;-0.012409051;-46.68604156
Story10;7A;SU01;Top;-35.31905938;-1.018800894;-0.000308904;-0.001399673;0.000169405;-0.303349769
Story10;7A;SU01;Bottom;-40.38831844;-1.184708624;0.000874357;0.00100149;6.16465E-05;-1.863280844
Story10;7A;SU02;Top;-46.55648048;-1.733777422;-0.000250357;-0.001757252;-1.96529E-05;-0.285608239
Story10;7A;SU02;Bottom;-51.35877731;-1.948065694;0.001305295;0.001379437;-0.000191884;-2.65550309
Story10;7A;SU03;Top;-30.27353452;-0.873200829;-0.000265531;-0.001200614;0.000145704;-0.260189889
Story10;7A;SU03;Bottom;-34.61859876;-1.015407779;0.000749453;0.000859102;5.26215E-05;-1.597174268
Story10;7A;SU04;Top;-40.45036155;-1.411075916;-0.000255853;-0.001548282;4.22271E-05;-0.276031034
Story10;7A;SU04;Bottom;-45.08120002;-1.598333608;0.001096853;0.001184135;-0.000100138;-2.258610084
Story10;7A;SU05 Max;Top;-36.685567;4.289156481;0.01767136;0.001620887;0.007864897;6.095153614
Story10;7A;SU05 Max;Bottom;-39.46732373;4.102202361;0.019722614;0.003735992;0.005862096;13.13001456
Story10;7A;SU05 Min;Top;-44.21512169;-7.111343988;-0.018182593;-0.004716892;-0.007780755;-6.647105807
Story10;7A;SU05 Min;Bottom;-50.69505124;-7.29890505;-0.017528911;-0.001368148;-0.006062236;-17.64718698
Story10;7A;SU06 Max;Top;-28.400525;16.99552402;0.00579101;0.000475924;0.002636475;19.89396086
