TABLE:  Shear Wall Pier Summary - ACI 318-08;;;;;;;;;;;;;;;;;;;;;;;;;;
Story;Pier Label;Station;Design Type;Edge Rebar;End Rebar;Rebar Spacing;Required Reinf;Current Reinf;Pier Leg;Leg X1;Leg Y1;Leg X2;Leg Y2;Shear Rebar;Compressive Stress Left;Compressive Stress Right;Compressive Stress Limit Left;Compressive Stress Limit Right;C Depth Left;C Limit Left;C Depth Right;C Limit Right;Boundary Zone Left;Boundary Zone Right;Warnings;Errors
;;;;;;m;%;%;;m;m;m;m;m²/m;tonf/m²;tonf/m²;tonf/m²;tonf/m²;m;m;m;m;m;m;;
Story11;7B;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;31.065;8.205;31.065;13.025;0.0003;6.48;6.59;42;42;;;;;;;No Message;No Message
Story11;7B;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;31.065;8.205;31.065;13.025;0.0003;12.98;12.13;42;42;;;;;;;No Message;No Message
Story10;7B;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;31.065;8.205;31.065;13.025;0.0003;13.53;13.35;42;42;;;;;;;No Message;No Message
Story10;7B;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;31.065;8.205;31.065;13.025;0.0003;22.02;21;42;42;;;;;;;No Message;No Message
Story9;7B;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;31.065;8.205;31.065;13.025;0.0003;22.34;21.92;42;42;;;;;;;No Message;No Message
Story9;7B;Bottom;Uniform;#2;#2;0.15;0.19;0.37;Bottom Leg 1;31.065;8.205;31.065;13.025;0.0003;32.36;31.17;42;42;0.6518;1.14762;;;0.3259;;No Message;No Message
Story8;7B;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;31.065;8.205;31.065;13.025;0.0003;32.52;31.72;42;42;0.73032;1.14762;0.73032;1.14762;0.36516;0.36516;No Message;No Message
Story8;7B;Bottom;Uniform;#2;#2;0.15;0.31;0.37;Bottom Leg 1;31.065;8.205;31.065;13.025;0.0003;43.53;42.02;42;42;0.79982;1.14762;0.79982;1.14762;0.39991;0.39991;No Message;No Message
Story7;7B;Top;Uniform;#2;#2;0.15;0.28;0.37;Top Leg 1;31.065;8.205;31.065;13.025;0.0003;43.57;42.42;56;56;0.66859;1.14762;0.66859;1.14762;0.3343;0.3343;No Message;No Message
Story7;7B;Bottom;Uniform;#2;#2;0.15;0.37;0.37;Bottom Leg 1;31.065;8.205;31.065;13.025;0.0003;54.39;52.42;56;56;0.72205;1.14762;0.72205;1.14762;0.36102;0.36102;No Message;No Message
Story6;7B;Top;Uniform;#2;#2;0.15;0.35;0.37;Top Leg 1;31.065;8.205;31.065;13.025;0.0003;54.28;52.73;56;56;0.78127;1.14762;0.78127;1.14762;0.39064;0.39064;No Message;No Message
Story6;7B;Bottom;Uniform;#2;#2;0.15;0.43;0.37;Bottom Leg 1;31.065;8.205;31.065;13.025;0.0003;66.55;64;56;56;0.83893;1.14762;0.83893;1.14762;0.41946;0.41946;No Message;No Message
Story5;7B;Top;Uniform;#2;#2;0.15;0.39;0.37;Top Leg 1;31.065;8.205;31.065;13.025;0.0003;66.21;64.33;56;56;0.89908;1.14762;0.89908;1.14762;0.44954;0.44954;No Message;No Message
Story5;7B;Bottom;Uniform;#2;#2;0.15;0.59;0.37;Bottom Leg 1;31.065;8.205;31.065;13.025;0.0003;80.44;77.65;56;56;0.96048;1.14762;0.96048;1.14762;0.48024;0.48024;No Message;No Message
Story4;7B;Top;Uniform;8d;8d;0.15;0.39;0.46;Top Leg 1;31.065;8.205;31.065;13.025;0.00038;63.99;63.64;70;70;0.71684;1.14762;0.71684;1.14762;0.35842;0.35842;No Message;No Message
Story4;7B;Bottom;Uniform;8d;8d;0.15;0.59;0.46;Bottom Leg 1;31.065;8.205;31.065;13.025;0.00038;78.7;77.28;70;70;0.76803;1.14762;0.76803;1.14762;0.38401;0.38401;No Message;No Message
Story3;7B;Top;Uniform;8d;8d;0.15;0.57;0.46;Top Leg 1;31.065;8.205;31.065;13.025;0.00038;77.97;77.31;70;70;0.81145;1.14762;0.81145;1.14762;0.40572;0.40572;No Message;No Message
Story3;7B;Bottom;Uniform;8d;8d;0.15;0.7;0.46;Bottom Leg 1;31.065;8.205;31.065;13.025;0.00038;91.76;90.05;70;70;0.86215;1.14762;0.86215;1.14762;0.43108;0.43108;No Message;No Message
Story2;7B;Top;Uniform;8d;8d;0.15;0.68;0.46;Top Leg 1;31.065;8.205;31.065;13.025;0.00038;91.05;89.85;70;70;0.90532;1.14762;0.90532;1.14762;0.45266;0.45266;No Message;No Message
Story2;7B;Bottom;Uniform;8d;8d;0.15;0.78;0.46;Bottom Leg 1;31.065;8.205;31.065;13.025;0.00038;105.1;103.21;70;70;0.95625;1.14762;0.95625;1.14762;0.47812;0.47812;No Message;No Message
Story1;7B;Top;Uniform;8d;8d;0.15;0.76;0.46;Top Leg 1;31.065;8.205;31.065;13.025;0.00038;104.46;103.07;70;70;0.99948;1.14762;0.99948;1.14762;0.51748;0.51748;No Message;No Message
Story1;7B;Bottom;Uniform;8d;8d;0.15;0.95;0.46;Bottom Leg 1;31.065;8.205;31.065;13.025;0.00038;118.38;116.79;70;70;1.0463;1.14762;1.0463;1.14762;0.5643;0.5643;No Message;No Message
Story12;J4;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;5.85;8.01;42;42;;;;;;;No Message;No Message
Story12;J4;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;7.65;7.7;42;42;;;;;;;No Message;No Message
Story11;J4;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;8.54;10.16;42;42;;;;;;;No Message;No Message
Story11;J4;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;12.12;12.15;42;42;;;;;;;No Message;No Message
Story10;J4;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;12.91;14.11;42;42;;;;;;;No Message;No Message
Story10;J4;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;17.52;17.61;42;42;;;;;;;No Message;No Message
Story9;J4;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;18.26;19.31;42;42;;;;;;;No Message;No Message
Story9;J4;Bottom;Uniform;#2;#2;0.15;0.24;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;23.77;24;42;42;;;;;;;No Message;No Message
Story8;J4;Top;Uniform;#2;#2;0.15;0.24;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;24.73;25.76;42;42;;;;;;;No Message;No Message
Story8;J4;Bottom;Uniform;#2;#2;0.15;0.33;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;30.52;30.95;42;42;;;;;;;No Message;No Message
Story7;J4;Top;Uniform;#2;#2;0.15;0.34;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;32.11;33.24;56;56;;;;;;;No Message;No Message
Story7;J4;Bottom;Uniform;#2;#2;0.15;0.39;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;38.18;38.86;56;56;;;;;;;No Message;No Message
Story6;J4;Top;Uniform;#2;#2;0.15;0.39;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;39.19;40.43;56;56;;;;;;;No Message;No Message
Story6;J4;Bottom;Uniform;#2;#2;0.15;0.53;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;46.12;47.24;56;56;0.8471;0.71641;0.8471;0.71641;0.4846;0.4846;No Message;No Message
Story5;J4;Top;Uniform;#2;#2;0.15;0.54;0.37;Top Leg 1;26.355;5.375;29.98;5.375;0.0003;47.35;48.7;56;56;0.91001;0.79954;0.91001;0.79954;0.54751;0.54751;No Message;No Message
Story5;J4;Bottom;Uniform;#2;#2;0.15;0.66;0.37;Bottom Leg 1;26.355;5.375;29.98;5.375;0.0003;54.44;55.71;56;56;0.99517;0.79954;0.99517;0.79954;0.63267;0.63267;No Message;No Message
Story4;J4;Top;Uniform;8d;8d;0.15;0.56;0.46;Top Leg 1;26.355;5.375;29.98;5.375;0.00038;47.19;47.49;70;70;;;;;;;No Message;No Message
Story4;J4;Bottom;Uniform;8d;8d;0.15;0.66;0.46;Bottom Leg 1;26.355;5.375;29.98;5.375;0.00038;55.99;52.74;70;70;0.7054;0.8631;0.81535;0.8631;0.3527;0.45285;No Message;No Message
Story3;J4;Top;Uniform;8d;8d;0.15;0.68;0.46;Top Leg 1;26.355;5.375;29.98;5.375;0.00038;54.79;55.24;70;70;0.86166;0.8631;0.86166;0.8631;0.49916;0.49916;No Message;No Message
Story3;J4;Bottom;Uniform;8d;8d;0.15;0.74;0.46;Bottom Leg 1;26.355;5.375;29.98;5.375;0.00038;59.83;60.32;70;70;0.9237;0.8631;0.9237;0.8631;0.5612;0.5612;No Message;No Message
Story2;J4;Top;Uniform;8d;8d;0.15;0.75;0.46;Top Leg 1;26.355;5.375;29.98;5.375;0.00038;62.08;63.02;70;70;0.96711;0.8631;0.96711;0.8631;0.60461;0.60461;No Message;No Message
Story2;J4;Bottom;Uniform;8d;8d;0.15;0.84;0.46;Bottom Leg 1;26.355;5.375;29.98;5.375;0.00038;66.2;67.06;70;70;1.02348;0.8631;1.02348;0.8631;0.66098;0.66098;No Message;No Message
Story1;J4;Top;Uniform;8d;8d;0.15;0.88;0.46;Top Leg 1;26.355;5.375;29.98;5.375;0.00038;69.81;71.07;70;70;1.0624;0.8631;1.0624;0.8631;0.6999;0.6999;No Message;No Message
Story1;J4;Bottom;Uniform;8d;8d;0.15;1.03;0.46;Bottom Leg 1;26.355;5.375;29.98;5.375;0.00038;76.59;77.72;70;70;1.10643;0.8631;1.10643;0.8631;0.74393;0.74393;No Message;No Message
Story12;J2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;5.8;8.04;42;42;;;;;;;No Message;No Message
Story12;J2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;7.62;7.54;42;42;;;;;;;No Message;No Message
Story11;J2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;8.27;10.03;42;42;;;;;;;No Message;No Message
Story11;J2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;11.9;11.83;42;42;;;;;;;No Message;No Message
Story10;J2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;12.48;13.84;42;42;;;;;;;No Message;No Message
Story10;J2;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;17.09;17.09;42;42;;;;;;;No Message;No Message
Story9;J2;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;17.72;18.91;42;42;;;;;;;No Message;No Message
Story9;J2;Bottom;Uniform;#2;#2;0.15;0.24;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;23.1;23.26;42;42;;;;;;;No Message;No Message
Story8;J2;Top;Uniform;#2;#2;0.15;0.25;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;24.11;25.27;42;42;;;;;;;No Message;No Message
Story8;J2;Bottom;Uniform;#2;#2;0.15;0.33;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;29.61;29.99;42;42;;;;;;;No Message;No Message
Story7;J2;Top;Uniform;#2;#2;0.15;0.34;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;31.41;32.66;56;56;;;;;;;No Message;No Message
Story7;J2;Bottom;Uniform;#2;#2;0.15;0.39;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;37.08;37.69;56;56;;;;;;;No Message;No Message
Story6;J2;Top;Uniform;#2;#2;0.15;0.39;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;38.39;39.74;56;56;;;;;;;No Message;No Message
Story6;J2;Bottom;Uniform;#2;#2;0.15;0.53;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;44.79;45.83;56;56;0.82731;0.71614;0.82731;0.71614;0.46481;0.46481;No Message;No Message
Story5;J2;Top;Uniform;#2;#2;0.15;0.55;0.37;Top Leg 1;26.355;8.205;29.98;8.205;0.0003;46.49;47.93;56;56;0.88925;0.79928;0.88925;0.79928;0.52675;0.52675;No Message;No Message
Story5;J2;Bottom;Uniform;#2;#2;0.15;0.66;0.37;Bottom Leg 1;26.355;8.205;29.98;8.205;0.0003;52.89;54.09;56;56;0.97259;0.79928;0.97259;0.79928;0.61009;0.61009;No Message;No Message
Story4;J2;Top;Uniform;8d;8d;0.15;0.57;0.46;Top Leg 1;26.355;8.205;29.98;8.205;0.00038;46.39;46.82;70;70;;;;;;;No Message;No Message
Story4;J2;Bottom;Uniform;8d;8d;0.15;0.65;0.46;Bottom Leg 1;26.355;8.205;29.98;8.205;0.00038;55.17;55.41;70;70;0.69333;0.8631;0.69333;0.8631;0.34666;0.34666;No Message;No Message
Story3;J2;Top;Uniform;8d;8d;0.15;0.68;0.46;Top Leg 1;26.355;8.205;29.98;8.205;0.00038;53.91;54.48;70;70;0.84325;0.8631;0.84325;0.8631;0.48075;0.48075;No Message;No Message
Story3;J2;Bottom;Uniform;8d;8d;0.15;0.74;0.46;Bottom Leg 1;26.355;8.205;29.98;8.205;0.00038;58.14;58.62;70;70;0.90384;0.8631;0.90384;0.8631;0.54134;0.54134;No Message;No Message
Story2;J2;Top;Uniform;8d;8d;0.15;0.76;0.46;Top Leg 1;26.355;8.205;29.98;8.205;0.00038;61.16;62.21;70;70;0.94652;0.8631;0.94652;0.8631;0.58402;0.58402;No Message;No Message
Story2;J2;Bottom;Uniform;8d;8d;0.15;0.84;0.46;Bottom Leg 1;26.355;8.205;29.98;8.205;0.00038;64.84;65.75;70;70;1.00153;0.8631;1.00153;0.8631;0.63903;0.63903;No Message;No Message
Story1;J2;Top;Uniform;8d;8d;0.15;0.89;0.46;Top Leg 1;26.355;8.205;29.98;8.205;0.00038;68.92;70.28;70;70;1.03987;0.8631;1.03987;0.8631;0.67737;0.67737;No Message;No Message
Story1;J2;Bottom;Uniform;8d;8d;0.15;1.05;0.46;Bottom Leg 1;26.355;8.205;29.98;8.205;0.00038;75.94;77.17;70;70;1.08302;0.8631;1.08302;0.8631;0.72052;0.72052;No Message;No Message
Story12;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;3.75;3.97;42;42;;;;;;;No Message;No Message
Story12;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;4.97;4.63;42;42;;;;;;;No Message;No Message
Story11;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;5.23;5.24;42;42;;;;;;;No Message;No Message
Story11;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;8.05;7.59;42;42;;;;;;;No Message;No Message
Story10;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;6.84;7.25;42;42;;;;;;;No Message;No Message
Story10;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;11.24;10.67;42;42;;;;;;;No Message;No Message
Story9;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;9.88;9.6;42;42;;;;;;;No Message;No Message
Story9;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;14.44;13.77;42;42;;;;;;;No Message;No Message
Story8;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;12.72;12.32;42;42;;;;;;;No Message;No Message
Story8;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;17.68;16.94;42;42;;;;;;;No Message;No Message
Story7;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;15.71;15.2;56;56;;;;;;;No Message;No Message
Story7;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;20.87;20.06;56;56;;;;;;;No Message;No Message
Story6;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;18.6;18.01;56;56;;;;;;;No Message;No Message
Story6;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;42.07;23.26;56;56;0.28877;0.67381;;;0.14438;;No Message;No Message
Story5;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;21.41;20.75;56;56;;;;;;;No Message;No Message
Story5;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;48.57;47.64;56;56;0.30696;0.67381;0.30696;0.67381;0.15348;0.15348;No Message;No Message
Story4;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;22.42;21.78;70;70;;;;;;;No Message;No Message
Story4;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;27.5;26.58;70;70;;;;;;;No Message;No Message
Story3;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;23.92;23.23;70;70;;;;;;;No Message;No Message
Story3;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;55.69;54.72;70;70;0.28623;0.67381;0.28623;0.67381;0.14311;0.14311;No Message;No Message
Story2;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;26.79;26;70;70;;;;;;;No Message;No Message
Story2;8B;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;60.4;59.38;70;70;0.29715;0.67381;0.29715;0.67381;0.14858;0.14858;No Message;No Message
Story1;8B;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;26.295;5.375;26.295;8.205;0.0003;30.32;29.42;70;70;;;;;;;No Message;No Message
Story1;8B;Bottom;Uniform;#2;#2;0.15;0.17;0.38;Bottom Leg 1;26.295;5.375;26.295;8.205;0.0003;67.49;66.47;70;70;0.31895;0.67381;0.31895;0.67381;0.15948;0.15948;No Message;No Message
Story12;10;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;20.71;2.92;20.71;10.66;0.0003;1.16;1.16;42;42;;;;;;;No Message;No Message
Story12;10;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;20.71;2.92;20.71;10.66;0.0003;5.86;5.43;42;42;;;;;;;No Message;No Message
Story11;10;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;20.71;2.92;20.71;10.66;0.0003;7.2;6.77;42;42;;;;;;;No Message;No Message
Story11;10;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;20.71;2.92;20.71;10.66;0.0003;13.91;13.11;42;42;;;;;;;No Message;No Message
Story10;10;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;20.71;2.92;20.71;10.66;0.0003;15.25;14.46;42;42;;;;;;;No Message;No Message
Story10;10;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;20.71;2.92;20.71;10.66;0.0003;24;22.86;42;42;;;;;;;No Message;No Message
Story9;10;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;20.71;2.92;20.71;10.66;0.0003;25.34;24.2;42;42;;;;;;;No Message;No Message
Story9;10;Bottom;Uniform;#2;#2;0.15;0.21;0.37;Bottom Leg 1;20.71;2.92;20.71;10.66;0.0003;35.93;34.47;42;42;0.66289;1.84286;0.66289;1.84286;0.33144;0.33144;No Message;No Message
Story8;10;Top;Uniform;#2;#2;0.15;0.18;0.37;Top Leg 1;20.71;2.92;20.71;10.66;0.0003;36.95;35.49;42;42;0.71703;1.84286;0.71703;1.84286;0.35851;0.35851;No Message;No Message
Story8;10;Bottom;Uniform;#2;#2;0.15;0.33;0.37;Bottom Leg 1;20.71;2.92;20.71;10.66;0.0003;49.22;47.45;42;42;0.75345;1.84286;0.75345;1.84286;0.37673;0.37673;No Message;No Message
Story7;10;Top;Uniform;8d;8d;0.15;0.25;0.46;Top Leg 1;20.71;2.92;20.71;10.66;0.00038;40.42;39;56;56;;;;;;;No Message;No Message
Story7;10;Bottom;Uniform;8d;8d;0.15;0.35;0.46;Bottom Leg 1;20.71;2.92;20.71;10.66;0.00038;52.93;51.22;56;56;0.5662;1.84286;0.5662;1.84286;0.2831;0.2831;No Message;No Message
Story6;10;Top;Uniform;8d;8d;0.15;0.34;0.46;Top Leg 1;20.71;2.92;20.71;10.66;0.00038;53.93;52.23;56;56;0.60679;1.84286;0.60679;1.84286;0.3034;0.3034;No Message;No Message
Story6;10;Bottom;Uniform;8d;8d;0.15;0.39;0.46;Bottom Leg 1;20.71;2.92;20.71;10.66;0.00038;66.03;64.11;56;56;0.63456;1.84286;0.63456;1.84286;0.31728;0.31728;No Message;No Message
Story5;10;Top;Uniform;8d;8d;0.15;0.39;0.46;Top Leg 1;20.71;2.92;20.71;10.66;0.00038;66.99;65.08;56;56;0.67371;1.84286;0.67371;1.84286;0.33686;0.33686;No Message;No Message
Story5;10;Bottom;Uniform;8d;8d;0.15;0.52;0.46;Bottom Leg 1;20.71;2.92;20.71;10.66;0.00038;78.68;76.62;56;56;0.70148;1.84286;0.70148;1.84286;0.35074;0.35074;No Message;No Message
Story4;10;Top;Uniform;8d;8d;0.15;0.49;0.46;Top Leg 1;20.71;2.92;20.71;10.66;0.00038;79.4;77.34;70;70;0.62466;1.84286;0.62466;1.84286;0.31233;0.31233;No Message;No Message
Story4;10;Bottom;Uniform;8d;8d;0.15;0.62;0.46;Bottom Leg 1;20.71;2.92;20.71;10.66;0.00038;91.13;88.94;70;70;0.6484;1.84286;0.6484;1.84286;0.3242;0.3242;No Message;No Message
Story3;10;Top;Uniform;8d;8d;0.15;0.61;0.46;Top Leg 1;20.71;2.92;20.71;10.66;0.00038;91.83;89.63;70;70;0.67237;1.84286;0.67237;1.84286;0.33619;0.33619;No Message;No Message
Story3;10;Bottom;Uniform;8d;8d;0.15;0.71;0.46;Bottom Leg 1;20.71;2.92;20.71;10.66;0.00038;104.18;101.82;70;70;0.69612;1.84286;0.69612;1.84286;0.34806;0.34806;No Message;No Message
Story2;10;Top;Uniform;8d;8d;0.15;0.7;0.46;Top Leg 1;20.71;2.92;20.71;10.66;0.00038;104.88;102.52;70;70;0.72007;1.84286;0.72007;1.84286;0.36004;0.36004;No Message;No Message
Story2;10;Bottom;Uniform;8d;8d;0.15;0.8;0.46;Bottom Leg 1;20.71;2.92;20.71;10.66;0.00038;117.45;114.93;70;70;0.74381;1.84286;0.74381;1.84286;0.37191;0.37191;No Message;No Message
Story1;10;Top;Uniform;8d;8d;0.15;0.78;0.46;Top Leg 1;20.71;2.92;20.71;10.66;0.00038;118.14;115.62;70;70;0.76777;1.84286;0.76777;1.84286;0.38389;0.38389;No Message;No Message
Story1;10;Bottom;Uniform;8d;8d;0.15;0.94;0.46;Bottom Leg 1;20.71;2.92;20.71;10.66;0.00038;129.57;126.98;70;70;0.79152;1.84286;0.79152;1.84286;0.39576;0.39576;No Message;No Message
Story12;J1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;6.97;7.32;42;42;;;;;;;No Message;No Message
Story12;J1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;7.56;8.4;42;42;;;;;;;No Message;No Message
Story11;J1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;7.71;8.49;42;42;;;;;;;No Message;No Message
Story11;J1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;11.59;12.06;42;42;;;;;;;No Message;No Message
Story10;J1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;11.15;12.22;42;42;;;;;;;No Message;No Message
Story10;J1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;16.5;16.98;42;42;;;;;;;No Message;No Message
Story9;J1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;15.3;17.14;42;42;;;;;;;No Message;No Message
Story9;J1;Bottom;Uniform;#2;#2;0.15;0.26;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;22.32;22.81;42;42;;;;;;;No Message;No Message
Story8;J1;Top;Uniform;#2;#2;0.15;0.27;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;23.7;23.23;42;42;;;;;;;No Message;No Message
Story8;J1;Bottom;Uniform;#2;#2;0.15;0.35;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;28.7;29.16;42;42;;;;;;;No Message;No Message
Story7;J1;Top;Uniform;#2;#2;0.15;0.35;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;30.63;30.26;56;56;;;;;;;No Message;No Message
Story7;J1;Bottom;Uniform;#2;#2;0.15;0.39;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;36.05;36.49;56;56;;;;;;;No Message;No Message
Story6;J1;Top;Uniform;#2;#2;0.15;0.4;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;37.28;37.04;56;56;;;;;;;No Message;No Message
Story6;J1;Bottom;Uniform;#2;#2;0.15;0.56;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;43.88;44.1;56;56;0.79632;0.71614;0.79632;0.71614;0.43382;0.43382;No Message;No Message
Story5;J1;Top;Uniform;#2;#2;0.15;0.58;0.37;Top Leg 1;11.44;8.205;15.065;8.205;0.0003;45.03;44.9;56;56;0.85183;0.79928;0.85183;0.79928;0.48933;0.48933;No Message;No Message
Story5;J1;Bottom;Uniform;#2;#2;0.15;0.68;0.37;Bottom Leg 1;11.44;8.205;15.065;8.205;0.0003;51.88;52.04;56;56;0.93626;0.79928;0.93626;0.79928;0.57376;0.57376;No Message;No Message
Story4;J1;Top;Uniform;8d;8d;0.15;0.6;0.46;Top Leg 1;11.44;8.205;15.065;8.205;0.00038;44.21;44.86;70;70;;;;;;;No Message;No Message
Story4;J1;Bottom;Uniform;8d;8d;0.15;0.68;0.46;Bottom Leg 1;11.44;8.205;15.065;8.205;0.00038;52.97;53.82;70;70;0.6607;0.8631;0.6607;0.8631;0.33035;0.33035;No Message;No Message
