TABLE:  Shear Wall Pier Summary - ACI 318-08;;;;;;;;;;;;;;;;;;;;;;;;;;
Story;Pier Label;Station;Design Type;Edge Rebar;End Rebar;Rebar Spacing;Required Reinf;Current Reinf;Pier Leg;Leg X1;Leg Y1;Leg X2;Leg Y2;Shear Rebar;Compressive Stress Left;Compressive Stress Right;Compressive Stress Limit Left;Compressive Stress Limit Right;C Depth Left;C Limit Left;C Depth Right;C Limit Right;Boundary Zone Left;Boundary Zone Right;Warnings;Errors
;;;;;;m;%;%;;m;m;m;m;m²/m;tonf/m²;tonf/m²;tonf/m²;tonf/m²;m;m;m;m;m;m;;
Story3;J1;Top;Uniform;8d;8d;0.15;0.7;0.46;Top Leg 1;11.44;8.205;15.065;8.205;0.00038;51.59;52.93;70;70;;;0.69895;0.8631;;0.34947;No Message;No Message
Story3;J1;Bottom;Uniform;8d;8d;0.15;0.76;0.46;Bottom Leg 1;11.44;8.205;15.065;8.205;0.00038;56.57;57.3;70;70;0.87277;0.8631;0.87277;0.8631;0.51027;0.51027;No Message;No Message
Story2;J1;Top;Uniform;8d;8d;0.15;0.79;0.46;Top Leg 1;11.44;8.205;15.065;8.205;0.00038;59;59.23;70;70;0.91163;0.8631;0.91163;0.8631;0.54913;0.54913;No Message;No Message
Story2;J1;Bottom;Uniform;8d;8d;0.15;0.89;0.46;Bottom Leg 1;11.44;8.205;15.065;8.205;0.00038;63.01;63.42;70;70;0.96789;0.8631;0.96789;0.8631;0.60539;0.60539;No Message;No Message
Story1;J1;Top;Uniform;8d;8d;0.15;0.94;0.46;Top Leg 1;11.44;8.205;15.065;8.205;0.00038;66.73;66.72;70;70;1.00238;0.8631;1.00238;0.8631;0.63988;0.63988;No Message;No Message
Story1;J1;Bottom;Uniform;8d;8d;0.15;1.08;0.46;Bottom Leg 1;11.44;8.205;15.065;8.205;0.00038;73.37;73.53;70;70;1.04638;0.8631;1.04638;0.8631;0.68388;0.68388;No Message;No Message
Story12;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;4.06;4.12;42;42;;;;;;;No Message;No Message
Story12;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;5.13;4.92;42;42;;;;;;;No Message;No Message
Story11;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;5.21;5.16;42;42;;;;;;;No Message;No Message
Story11;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;7.98;7.6;42;42;;;;;;;No Message;No Message
Story10;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;6.53;6.91;42;42;;;;;;;No Message;No Message
Story10;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;10.89;10.41;42;42;;;;;;;No Message;No Message
Story9;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;9.32;9;42;42;;;;;;;No Message;No Message
Story9;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;13.81;13.24;42;42;;;;;;;No Message;No Message
Story8;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;11.89;11.45;42;42;;;;;;;No Message;No Message
Story8;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;16.79;16.15;42;42;;;;;;;No Message;No Message
Story7;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;14.62;14.08;56;56;;;;;;;No Message;No Message
Story7;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;19.71;19.04;56;56;;;;;;;No Message;No Message
Story6;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;17.29;16.67;56;56;;;;;;;No Message;No Message
Story6;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;22.72;22.01;56;56;;;;;;;No Message;No Message
Story5;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;19.91;19.22;56;56;;;;;;;No Message;No Message
Story5;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;46.87;46.17;56;56;0.28535;0.67381;0.28535;0.67381;0.14268;0.14268;No Message;No Message
Story4;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;20.82;20.15;70;70;;;;;;;No Message;No Message
Story4;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;25.74;25.13;70;70;;;;;;;No Message;No Message
Story3;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;22.25;21.51;70;70;;;;;;;No Message;No Message
Story3;8A;Bottom;Uniform;#2;#2;0.15;0.12;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;53.61;53.04;70;70;0.26568;0.67381;0.26568;0.67381;0.13284;0.13284;No Message;No Message
Story2;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;25.13;24.2;70;70;;;;;;;No Message;No Message
Story2;8A;Bottom;Uniform;#2;#2;0.15;0.13;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;59.04;58;70;70;0.2789;0.67381;0.2789;0.67381;0.13945;0.13945;No Message;No Message
Story1;8A;Top;Uniform;#2;#2;0.15;0.12;0.38;Top Leg 1;15.125;5.375;15.125;8.205;0.0003;52.76;51.19;70;70;0.29039;0.67381;;;0.1452;;No Message;No Message
Story1;8A;Bottom;Uniform;#2;#2;0.15;0.24;0.38;Bottom Leg 1;15.125;5.375;15.125;8.205;0.0003;66.35;65.24;70;70;0.29962;0.67381;0.29962;0.67381;0.14981;0.14981;No Message;No Message
Story12;J3;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;7.11;7.48;42;42;;;;;;;No Message;No Message
Story12;J3;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;7.8;8.53;42;42;;;;;;;No Message;No Message
Story11;J3;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;7.94;8.67;42;42;;;;;;;No Message;No Message
Story11;J3;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;11.88;12.26;42;42;;;;;;;No Message;No Message
Story10;J3;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;11.42;12.51;42;42;;;;;;;No Message;No Message
Story10;J3;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;16.78;17.19;42;42;;;;;;;No Message;No Message
Story9;J3;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;15.58;17.52;42;42;;;;;;;No Message;No Message
Story9;J3;Bottom;Uniform;#2;#2;0.15;0.24;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;22.55;23;42;42;;;;;;;No Message;No Message
Story8;J3;Top;Uniform;#2;#2;0.15;0.25;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;24.1;23.71;42;42;;;;;;;No Message;No Message
Story8;J3;Bottom;Uniform;#2;#2;0.15;0.34;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;28.86;29.29;42;42;;;;;;;No Message;No Message
Story7;J3;Top;Uniform;#2;#2;0.15;0.35;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;31.12;30.81;56;56;;;;;;;No Message;No Message
Story7;J3;Bottom;Uniform;#2;#2;0.15;0.39;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;36.14;36.55;56;56;;;;;;;No Message;No Message
Story6;J3;Top;Uniform;#2;#2;0.15;0.39;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;37.81;37.6;56;56;;;;;;;No Message;No Message
Story6;J3;Bottom;Uniform;#2;#2;0.15;0.54;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;43.82;44.04;56;56;0.80216;0.71641;0.80216;0.71641;0.43966;0.43966;No Message;No Message
Story5;J3;Top;Uniform;#2;#2;0.15;0.56;0.37;Top Leg 1;11.44;5.375;15.065;5.375;0.0003;45.59;45.49;56;56;0.85763;0.79954;0.85763;0.79954;0.49513;0.49513;No Message;No Message
Story5;J3;Bottom;Uniform;#2;#2;0.15;0.66;0.37;Bottom Leg 1;11.44;5.375;15.065;5.375;0.0003;51.65;51.84;56;56;0.94088;0.79954;0.94088;0.79954;0.57838;0.57838;No Message;No Message
Story4;J3;Top;Uniform;8d;8d;0.15;0.58;0.46;Top Leg 1;11.44;5.375;15.065;5.375;0.00038;44.63;45.32;70;70;;;;;;;No Message;No Message
Story4;J3;Bottom;Uniform;8d;8d;0.15;0.66;0.46;Bottom Leg 1;11.44;5.375;15.065;5.375;0.00038;53.13;54.06;70;70;0.66732;0.8631;0.66732;0.8631;0.33366;0.33366;No Message;No Message
Story3;J3;Top;Uniform;8d;8d;0.15;0.69;0.46;Top Leg 1;11.44;5.375;15.065;5.375;0.00038;52.82;52.55;70;70;0.70503;0.8631;0.81171;0.8631;0.35251;0.44921;No Message;No Message
Story3;J3;Bottom;Uniform;8d;8d;0.15;0.74;0.46;Bottom Leg 1;11.44;5.375;15.065;5.375;0.00038;55.78;56.63;70;70;0.87053;0.8631;0.87053;0.8631;0.50803;0.50803;No Message;No Message
Story2;J3;Top;Uniform;8d;8d;0.15;0.76;0.46;Top Leg 1;11.44;5.375;15.065;5.375;0.00038;59.12;59.24;70;70;0.90712;0.8631;0.90712;0.8631;0.54462;0.54462;No Message;No Message
Story2;J3;Bottom;Uniform;8d;8d;0.15;0.85;0.46;Bottom Leg 1;11.44;5.375;15.065;5.375;0.00038;62.5;62.67;70;70;0.95762;0.8631;0.95762;0.8631;0.59512;0.59512;No Message;No Message
Story1;J3;Top;Uniform;8d;8d;0.15;0.88;0.46;Top Leg 1;11.44;5.375;15.065;5.375;0.00038;65.57;64.99;70;70;0.98336;0.8631;0.98336;0.8631;0.62086;0.62086;No Message;No Message
Story1;J3;Bottom;Uniform;8d;8d;0.15;1.04;0.46;Bottom Leg 1;11.44;5.375;15.065;5.375;0.00038;73.03;72.72;70;70;1.03132;0.8631;1.03132;0.8631;0.66882;0.66882;No Message;No Message
Story12;7C;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;2.96;0;42;0;;;;;;;No Message;No Message
Story12;7C;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;4.75;5.34;42;42;;;;;;;No Message;No Message
Story11;7C;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;7.68;5.89;42;42;;;;;;;No Message;No Message
Story11;7C;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;11.76;12.26;42;42;;;;;;;No Message;No Message
Story10;7C;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;14.46;12.59;42;42;;;;;;;No Message;No Message
Story10;7C;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;20.54;20.8;42;42;;;;;;;No Message;No Message
Story9;7C;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;23.03;20.99;42;42;;;;;;;No Message;No Message
Story9;7C;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;30.69;30.57;42;42;;;;;;;No Message;No Message
Story8;7C;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;32.69;30.77;42;42;0.70865;1.14762;;;0.35432;;No Message;No Message
Story8;7C;Bottom;Uniform;#2;#2;0.15;0.13;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;41.39;41.2;42;42;0.76465;1.14762;0.76465;1.14762;0.38233;0.38233;No Message;No Message
Story7;7C;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;43.29;41.34;56;56;0.63983;1.14762;;;0.31991;;No Message;No Message
Story7;7C;Bottom;Uniform;#2;#2;0.15;0.25;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;51.37;51.33;56;56;0.68167;1.14762;0.68167;1.14762;0.34083;0.34083;No Message;No Message
Story6;7C;Top;Uniform;#2;#2;0.15;0.21;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;53.15;51.38;56;56;0.73812;1.14762;0.73812;1.14762;0.36906;0.36906;No Message;No Message
Story6;7C;Bottom;Uniform;#2;#2;0.15;0.33;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;62.55;62.74;56;56;0.78307;1.14762;0.78307;1.14762;0.39153;0.39153;No Message;No Message
Story5;7C;Top;Uniform;#2;#2;0.15;0.3;0.37;Top Leg 1;10.355;0.555;10.355;5.375;0.0003;64.36;62.65;56;56;0.83945;1.14762;0.83945;1.14762;0.41972;0.41972;No Message;No Message
Story5;7C;Bottom;Uniform;#2;#2;0.15;0.37;0.37;Bottom Leg 1;10.355;0.555;10.355;5.375;0.0003;76.02;75.91;56;56;0.88677;1.14762;0.88677;1.14762;0.44338;0.44338;No Message;No Message
Story4;7C;Top;Uniform;8d;8d;0.15;0.32;0.46;Top Leg 1;10.355;0.555;10.355;5.375;0.00038;63.24;60.64;70;70;0.66318;1.14762;0.66318;1.14762;0.33159;0.33159;No Message;No Message
Story4;7C;Bottom;Uniform;8d;8d;0.15;0.38;0.46;Bottom Leg 1;10.355;0.555;10.355;5.375;0.00038;75.1;74.17;70;70;0.70104;1.14762;0.70104;1.14762;0.35052;0.35052;No Message;No Message
Story3;7C;Top;Uniform;8d;8d;0.15;0.38;0.46;Top Leg 1;10.355;0.555;10.355;5.375;0.00038;76.42;73.82;70;70;0.73984;1.14762;0.73984;1.14762;0.36992;0.36992;No Message;No Message
Story3;7C;Bottom;Uniform;8d;8d;0.15;0.49;0.46;Bottom Leg 1;10.355;0.555;10.355;5.375;0.00038;87.56;86.57;70;70;0.77841;1.14762;0.77841;1.14762;0.3892;0.3892;No Message;No Message
Story2;7C;Top;Uniform;8d;8d;0.15;0.46;0.46;Top Leg 1;10.355;0.555;10.355;5.375;0.00038;88.59;86.18;70;70;0.81763;1.14762;0.81763;1.14762;0.40882;0.40882;No Message;No Message
Story2;7C;Bottom;Uniform;8d;8d;0.15;0.62;0.46;Bottom Leg 1;10.355;0.555;10.355;5.375;0.00038;100.81;99.56;70;70;0.85743;1.14762;0.85743;1.14762;0.42872;0.42872;No Message;No Message
Story1;7C;Top;Uniform;8d;8d;0.15;0.6;0.46;Top Leg 1;10.355;0.555;10.355;5.375;0.00038;101.98;99.13;70;70;0.8988;1.14762;0.8988;1.14762;0.4494;0.4494;No Message;No Message
Story1;7C;Bottom;Uniform;8d;8d;0.15;0.72;0.46;Bottom Leg 1;10.355;0.555;10.355;5.375;0.00038;115.77;113.34;70;70;0.93964;1.14762;0.93964;1.14762;0.46982;0.46982;No Message;No Message
Story12;7A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;1.98;2.49;42;42;;;;;;;No Message;No Message
Story12;7A;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;5.6;5.01;42;42;;;;;;;No Message;No Message
Story11;7A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;6.43;6.58;42;42;;;;;;;No Message;No Message
Story11;7A;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;12.95;12.14;42;42;;;;;;;No Message;No Message
Story10;7A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;13.48;13.36;42;42;;;;;;;No Message;No Message
Story10;7A;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;22.03;21.06;42;42;;;;;;;No Message;No Message
Story9;7A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;22.31;21.97;42;42;;;;;;;No Message;No Message
Story9;7A;Bottom;Uniform;#2;#2;0.15;0.19;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;32.42;31.3;42;42;0.65589;1.14762;;;0.32794;;No Message;No Message
Story8;7A;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;32.54;31.83;42;42;0.73507;1.14762;0.73507;1.14762;0.36753;0.36753;No Message;No Message
Story8;7A;Bottom;Uniform;#2;#2;0.15;0.31;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;43.66;42.22;42;42;0.80575;1.14762;0.80575;1.14762;0.40287;0.40287;No Message;No Message
Story7;7A;Top;Uniform;#2;#2;0.15;0.29;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;43.65;42.6;56;56;0.67366;1.14762;0.67366;1.14762;0.33683;0.33683;No Message;No Message
Story7;7A;Bottom;Uniform;#2;#2;0.15;0.37;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;54.59;52.71;56;56;0.72815;1.14762;0.72815;1.14762;0.36407;0.36407;No Message;No Message
Story6;7A;Top;Uniform;#2;#2;0.15;0.35;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;54.44;53;56;56;0.78797;1.14762;0.78797;1.14762;0.39399;0.39399;No Message;No Message
Story6;7A;Bottom;Uniform;#2;#2;0.15;0.44;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;66.84;64.39;56;56;0.84671;1.14762;0.84671;1.14762;0.42336;0.42336;No Message;No Message
Story5;7A;Top;Uniform;#2;#2;0.15;0.4;0.37;Top Leg 1;10.355;8.205;10.355;13.025;0.0003;66.45;64.69;56;56;0.90748;1.14762;0.90748;1.14762;0.45374;0.45374;No Message;No Message
Story5;7A;Bottom;Uniform;#2;#2;0.15;0.6;0.37;Bottom Leg 1;10.355;8.205;10.355;13.025;0.0003;80.78;78.14;56;56;0.97;1.14762;0.97;1.14762;0.488;0.488;No Message;No Message
Story4;7A;Top;Uniform;8d;8d;0.15;0.4;0.46;Top Leg 1;10.355;8.205;10.355;13.025;0.00038;64.21;64.02;70;70;0.72392;1.14762;0.72392;1.14762;0.36196;0.36196;No Message;No Message
Story4;7A;Bottom;Uniform;8d;8d;0.15;0.6;0.46;Bottom Leg 1;10.355;8.205;10.355;13.025;0.00038;79.02;77.79;70;70;0.77605;1.14762;0.77605;1.14762;0.38803;0.38803;No Message;No Message
Story3;7A;Top;Uniform;8d;8d;0.15;0.57;0.46;Top Leg 1;10.355;8.205;10.355;13.025;0.00038;78.24;77.79;70;70;0.82;1.14762;0.82;1.14762;0.41;0.41;No Message;No Message
Story3;7A;Bottom;Uniform;8d;8d;0.15;0.7;0.46;Bottom Leg 1;10.355;8.205;10.355;13.025;0.00038;92.15;90.67;70;70;0.8716;1.14762;0.8716;1.14762;0.4358;0.4358;No Message;No Message
Story2;7A;Top;Uniform;8d;8d;0.15;0.69;0.46;Top Leg 1;10.355;8.205;10.355;13.025;0.00038;91.39;90.43;70;70;0.91527;1.14762;0.91527;1.14762;0.45763;0.45763;No Message;No Message
Story2;7A;Bottom;Uniform;8d;8d;0.15;0.8;0.46;Bottom Leg 1;10.355;8.205;10.355;13.025;0.00038;105.53;103.9;70;70;0.96703;1.14762;0.96703;1.14762;0.48503;0.48503;No Message;No Message
Story1;7A;Top;Uniform;8d;8d;0.15;0.76;0.46;Top Leg 1;10.355;8.205;10.355;13.025;0.00038;104.86;103.74;70;70;1.01067;1.14762;1.01067;1.14762;0.52867;0.52867;No Message;No Message
Story1;7A;Bottom;Uniform;8d;8d;0.15;0.96;0.46;Bottom Leg 1;10.355;8.205;10.355;13.025;0.00038;118.82;117.52;70;70;1.05795;1.14762;1.05795;1.14762;0.57595;0.57595;No Message;No Message
Story12;I1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;5.6;8.09;42;42;;;;;;;No Message;No Message
Story12;I1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;7.79;7.51;42;42;;;;;;;No Message;No Message
Story11;I1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;8.47;10.43;42;42;;;;;;;No Message;No Message
Story11;I1;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;12.37;12.1;42;42;;;;;;;No Message;No Message
Story10;I1;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;12.88;14.44;42;42;;;;;;;No Message;No Message
Story10;I1;Bottom;Uniform;#2;#2;0.15;0.19;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;17.87;17.7;42;42;;;;;;;No Message;No Message
Story9;I1;Top;Uniform;#2;#2;0.15;0.19;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;18.46;19.85;42;42;;;;;;;No Message;No Message
Story9;I1;Bottom;Uniform;#2;#2;0.15;0.33;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;26.49;26.5;42;42;;;;;;;No Message;No Message
Story8;I1;Top;Uniform;#2;#2;0.15;0.32;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;25.35;26.72;42;42;;;;;;;No Message;No Message
Story8;I1;Bottom;Uniform;#2;#2;0.15;0.39;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;35.64;35.9;42;42;0.78916;0.62593;0.78916;0.62593;0.42666;0.42666;No Message;No Message
Story7;I1;Top;Uniform;#2;#2;0.15;0.39;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;34.25;35.73;56;56;;;;;;;No Message;No Message
Story7;I1;Bottom;Uniform;#2;#2;0.15;0.59;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;45.07;45.59;56;56;0.73657;0.66641;0.73657;0.66641;0.37407;0.37407;No Message;No Message
Story6;I1;Top;Uniform;#2;#2;0.15;0.58;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;43.29;44.85;56;56;0.79982;0.71614;0.79982;0.71614;0.43732;0.43732;No Message;No Message
Story6;I1;Bottom;Uniform;#2;#2;0.15;0.72;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;55.38;56.41;56;56;0.88177;0.71614;0.88177;0.71614;0.51927;0.51927;No Message;No Message
Story5;I1;Top;Uniform;#2;#2;0.15;0.71;0.37;Top Leg 1;5.645;8.205;9.27;8.205;0.0003;53.68;55.33;56;56;0.948;0.79928;0.948;0.79928;0.5855;0.5855;No Message;No Message
Story5;I1;Bottom;Uniform;#2;#2;0.15;0.91;0.37;Bottom Leg 1;5.645;8.205;9.27;8.205;0.0003;66.96;68.28;56;56;1.03972;0.79928;1.03972;0.79928;0.67722;0.67722;No Message;No Message
Story4;I1;Top;Uniform;8d;8d;0.15;0.72;0.46;Top Leg 1;5.645;8.205;9.27;8.205;0.00038;53;53.64;70;70;0.77759;0.8631;0.77759;0.8631;0.41509;0.41509;No Message;No Message
Story4;I1;Bottom;Uniform;8d;8d;0.15;0.88;0.46;Bottom Leg 1;5.645;8.205;9.27;8.205;0.00038;64.85;65.31;70;70;0.85127;0.8631;0.85127;0.8631;0.48877;0.48877;No Message;No Message
Story3;I1;Top;Uniform;8d;8d;0.15;0.87;0.46;Top Leg 1;5.645;8.205;9.27;8.205;0.00038;63.74;64.41;70;70;0.89968;0.8631;0.89968;0.8631;0.53718;0.53718;No Message;No Message
Story3;I1;Bottom;Uniform;8d;8d;0.15;1.05;0.46;Bottom Leg 1;5.645;8.205;9.27;8.205;0.00038;75.43;76.06;70;70;0.96609;0.8631;0.96609;0.8631;0.60359;0.60359;No Message;No Message
Story2;I1;Top;Uniform;8d;8d;0.15;1.05;0.46;Top Leg 1;5.645;8.205;9.27;8.205;0.00038;74.54;75.5;70;70;1.01161;0.8631;1.01161;0.8631;0.64911;0.64911;No Message;No Message
Story2;I1;Bottom;Uniform;8d;8d;0.15;1.18;0.46;Bottom Leg 1;5.645;8.205;9.27;8.205;0.00038;86.85;87.71;70;70;1.07217;0.8631;1.07217;0.8631;0.70967;0.70967;No Message;No Message
Story1;I1;Top;Uniform;8d;8d;0.15;1.18;0.46;Top Leg 1;5.645;8.205;9.27;8.205;0.00038;86.69;87.82;70;70;1.11323;0.8631;1.11323;0.8631;0.75073;0.75073;No Message;No Message
Story1;I1;Bottom;Uniform;8d;8d;0.15;1.38;0.46;Bottom Leg 1;5.645;8.205;9.27;8.205;0.00038;103.2;104.24;70;70;1.16192;0.8631;1.16192;0.8631;0.79942;0.79942;No Message;No Message
Story12;I3;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;5.66;8.09;42;42;;;;;;;No Message;No Message
Story12;I3;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;7.86;7.7;42;42;;;;;;;No Message;No Message
Story11;I3;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;8.78;10.61;42;42;;;;;;;No Message;No Message
Story11;I3;Bottom;Uniform;#2;#2;0.15;0.12;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;12.64;12.47;42;42;;;;;;;No Message;No Message
Story10;I3;Top;Uniform;#2;#2;0.15;0.12;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;13.35;14.78;42;42;;;;;;;No Message;No Message
Story10;I3;Bottom;Uniform;#2;#2;0.15;0.17;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;18.39;18.29;42;42;;;;;;;No Message;No Message
Story9;I3;Top;Uniform;#2;#2;0.15;0.18;0.37;Top Leg 1;5.645;5.375;9.27;5.375;0.0003;18.84;20.1;42;42;;;;;;;No Message;No Message
Story9;I3;Bottom;Uniform;#2;#2;0.15;0.33;0.37;Bottom Leg 1;5.645;5.375;9.27;5.375;0.0003;24.91;24.98;42;42;;;;;;;No Message;No Message
